[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:40332] [TIPO: publicar_carona] PAYLOAD: {"tipo":"publicar_carona","motorista":"Piloto_Teste","rota":["Salvador","Feira"],"data":"2026-10-10","horario":"14:00","assentos_totais":50,"preco_por_trecho":20}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:42094] [TIPO: reservar_itinerario] PAYLOAD: {"tipo":"reservar_itinerario","passageiro":"Passageiro_79","data":"2026-10-10","trechos":[{"carona_id":1,"motorista":"","origem":"Salvador","destino":"Feira","horario":"","preco":20}]}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:42062] [TIPO: reservar_itinerario] PAYLOAD: {"tipo":"reservar_itinerario","passageiro":"Passageiro_72","data":"2026-10-10","trechos":[{"carona_id":1,"motorista":"","origem":"Salvador","destino":"Feira","horario":"","preco":20}]}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:42074] [TIPO: reservar_itinerario] PAYLOAD: {"tipo":"reservar_itinerario","passageiro":"Passageiro_80","data":"2026-10-10","trechos":[{"carona_id":1,"motorista":"","origem":"Salvador","destino":"Feira","horario":"","preco":20}]}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:42082] [TIPO: reservar_itinerario] PAYLOAD: {"tipo":"reservar_itinerario","passageiro":"Passageiro_126","data":"2026-10-10","trechos":[{"carona_id":1,"motorista":"","origem":"Salvador","destino":"Feira","horario":"","preco":20}]}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:42104] [TIPO: reservar_itinerario] PAYLOAD: {"tipo":"reservar_itinerario","passageiro":"Passageiro_78","data":"2026-10-10","trechos":[{"carona_id":1,"motorista":"","origem":"Salvador","destino":"Feira","horario":"","preco":20}]}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:42108] [TIPO: reservar_itinerario] PAYLOAD: {"tipo":"reservar_itinerario","passageiro":"Passageiro_127","data":"2026-10-10","trechos":[{"carona_id":1,"motorista":"","origem":"Salvador","destino":"Feira","horario":"","preco":20}]}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:42120] [TIPO: reservar_itinerario] PAYLOAD: {"tipo":"reservar_itinerario","passageiro":"Passageiro_75","data":"2026-10-10","trechos":[{"carona_id":1,"motorista":"","origem":"Salvador","destino":"Feira","horario":"","preco":20}]}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:42198] [TIPO: reservar_itinerario] PAYLOAD: {"tipo":"reservar_itinerario","passageiro":"Passageiro_103","data":"2026-10-10","trechos":[{"carona_id":1,"motorista":"","origem":"Salvador","destino":"Feira","horario":"","preco":20}]}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:42134] [TIPO: reservar_itinerario] PAYLOAD: {"tipo":"reservar_itinerario","passageiro":"Passageiro_140","data":"2026-10-10","trechos":[{"carona_id":1,"motorista":"","origem":"Salvador","destino":"Feira","horario":"","preco":20}]}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:42140] [TIPO: reservar_itinerario] PAYLOAD: {"tipo":"reservar_itinerario","passageiro":"Passageiro_141","data":"2026-10-10","trechos":[{"carona_id":1,"motorista":"","origem":"Salvador","destino":"Feira","horario":"","preco":20}]}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:42150] [TIPO: reservar_itinerario] PAYLOAD: {"tipo":"reservar_itinerario","passageiro":"Passageiro_195","data":"2026-10-10","trechos":[{"carona_id":1,"motorista":"","origem":"Salvador","destino":"Feira","horario":"","preco":20}]}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:42162] [TIPO: reservar_itinerario] PAYLOAD: {"tipo":"reservar_itinerario","passageiro":"Passageiro_96","data":"2026-10-10","trechos":[{"carona_id":1,"motorista":"","origem":"Salvador","destino":"Feira","horario":"","preco":20}]}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:42170] [TIPO: reservar_itinerario] PAYLOAD: {"tipo":"reservar_itinerario","passageiro":"Passageiro_153","data":"2026-10-10","trechos":[{"carona_id":1,"motorista":"","origem":"Salvador","destino":"Feira","horario":"","preco":20}]}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:42178] [TIPO: reservar_itinerario] PAYLOAD: {"tipo":"reservar_itinerario","passageiro":"Passageiro_146","data":"2026-10-10","trechos":[{"carona_id":1,"motorista":"","origem":"Salvador","destino":"Feira","horario":"","preco":20}]}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:42188] [TIPO: reservar_itinerario] PAYLOAD: {"tipo":"reservar_itinerario","passageiro":"Passageiro_82","data":"2026-10-10","trechos":[{"carona_id":1,"motorista":"","origem":"Salvador","destino":"Feira","horario":"","preco":20}]}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57006] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_100","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:56976] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_18","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57186] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_5","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:56988] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_9","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57004] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_10","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57036] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_19","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57202] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_4","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57224] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_64","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57062] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_12","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57090] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_21","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57206] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_62","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57208] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_7","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57148] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_16","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57060] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_20","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57150] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_23","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57134] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_22","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57172] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_3","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57164] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_24","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57178] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_25","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57316] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_35","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57238] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_6","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57266] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_65","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57254] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_8","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57268] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_43","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57270] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_66","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57274] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_26","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57278] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_44","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57290] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_83","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57296] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_34","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57310] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_74","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57426] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_68","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57326] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_45","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57336] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_84","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57348] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_27","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57126] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_15","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57360] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_75","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57110] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_14","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57370] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_67","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57454] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_29","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57372] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_46","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57442] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_37","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57038] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_11","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57390] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_36","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57456] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_86","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57398] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_28","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57580] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_89","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57596] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_41","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57400] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_85","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57504] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_78","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57538] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_88","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57460] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_77","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57490] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_87","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57416] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_76","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57520] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_70","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57532] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_39","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57488] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_30","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57196] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_63","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57088] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_13","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57024] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_1","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57482] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_38","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57468] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_69","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57540] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_79","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57556] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_71","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57598] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_72","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57608] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_90","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57614] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_73","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57616] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_42","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57630] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_91","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57634] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_92","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57648] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_81","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57658] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_93","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57660] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_94","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57672] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_97","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57676] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_82","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57678] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_32","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57702] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_95","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57698] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_98","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57726] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_99","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57712] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_54","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57742] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_48","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57738] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_96","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57758] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_58","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57746] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_33","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57772] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_51","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57768] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_49","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57800] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_53","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57784] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_52","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57786] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_55","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57802] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_50","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57808] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_60","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57810] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_56","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57824] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_59","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57828] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_61","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57840] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_57","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57854] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_2","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57860] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_80","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57884] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_31","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57862] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_47","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57876] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_17","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:57568] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_40","senha":"senha123","tipo_usuario":"motorista"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:44128] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_duplicado","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:44150] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_duplicado","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:44168] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_duplicado","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:44272] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_duplicado","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:44142] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_duplicado","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:44162] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_duplicado","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:44166] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_duplicado","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:44144] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_duplicado","senha":"senha123","tipo_usuario":"passageiro"}
